date,station,cargo_tons,wagons_required,station_congestion
2025-10-06,Dar es Salaam,1325,37,0.76
2025-10-07,Kapiri Mposhi,804,22,0.89
2025-10-07,Serenje,1162,33,0.48
2025-10-07,Mpika,1702,48,0.6
2025-10-07,Nakonde,592,16,0.46
2025-10-07,Tunduma,1669,47,0.66
2025-10-07,Mbeya,1562,44,0.76
2025-10-07,Makambako,1054,30,0.61
2025-10-07,Morogoro,368,10,0.65
2025-10-07,Dar es Salaam,853,24,0.41
2025-10-08,Kapiri Mposhi,1700,48,0.87
2025-10-08,Serenje,1408,40,0.55
2025-10-08,Mpika,249,7,0.57
2025-10-08,Nakonde,1670,47,0.39
2025-10-08,Tunduma,678,19,0.67
2025-10-08,Mbeya,559,15,0.48
2025-10-08,Makambako,658,18,0.19
2025-10-08,Morogoro,1657,47,0.37
2025-10-08,Dar es Salaam,902,25,0.35
2025-10-09,Kapiri Mposhi,1702,48,0.68
2025-10-09,Serenje,510,14,0.17
2025-10-09,Mpika,239,6,0.16
2025-10-09,Nakonde,467,13,0.34
2025-10-09,Tunduma,722,20,0.83
2025-10-09,Mbeya,1177,33,0.49
2025-10-09,Makambako,1153,32,0.75
2025-10-09,Morogoro,1122,31,0.23
2025-10-09,Dar es Salaam,996,28,0.26
2025-10-10,Kapiri Mposhi,1434,40,0.29
2025-10-10,Serenje,699,19,0.33
2025-10-10,Mpika,622,17,0.53
2025-10-10,Nakonde,1321,37,0.23
2025-10-10,Tunduma,1722,48,0.58
2025-10-10,Mbeya,1303,37,0.4
2025-10-10,Makambako,320,9,0.37
2025-10-10,Morogoro,1215,34,0.57
2025-10-10,Dar es Salaam,603,17,0.8
2025-10-11,Kapiri Mposhi,319,9,0.47
2025-10-11,Serenje,913,25,0.8
2025-10-11,Mpika,1600,45,0.49
2025-10-11,Nakonde,1040,29,0.37
2025-10-11,Tunduma,275,7,0.6
2025-10-11,Mbeya,1270,36,0.49
2025-10-11,Makambako,1631,46,0.83
2025-10-11,Morogoro,403,11,0.34
2025-10-11,Dar es Salaam,335,9,0.35
2025-10-12,Kapiri Mposhi,664,18,0.45
2025-10-12,Serenje,611,17,0.77
2025-10-12,Mpika,1150,32,0.73
2025-10-12,Nakonde,1480,41,0.37
2025-10-12,Tunduma,498,14,0.78
2025-10-12,Mbeya,1519,43,0.46
2025-10-12,Makambako,1016,28,0.64
2025-10-12,Morogoro,554,15,0.39
2025-10-12,Dar es Salaam,1577,44,0.48
2025-10-13,Kapiri Mposhi,1170,33,0.54
2025-10-13,Serenje,274,7,0.58
2025-10-13,Mpika,591,16,0.12
2025-10-13,Nakonde,722,20,0.27
2025-10-13,Tunduma,1242,35,0.53
2025-10-13,Mbeya,1298,36,0.44
2025-10-13,Makambako,1331,37,0.82
2025-10-13,Morogoro,604,17,0.53
2025-10-13,Dar es Salaam,1449,41,0.64
2025-10-14,Kapiri Mposhi,916,25,0.14
2025-10-14,Serenje,1259,35,0.39
2025-10-14,Mpika,1205,34,0.69
2025-10-14,Nakonde,1131,31,0.68
2025-10-14,Tunduma,847,23,0.49
2025-10-14,Mbeya,1298,36,0.88
2025-10-14,Makambako,1296,36,0.51
2025-10-14,Morogoro,1625,45,0.82
2025-10-14,Dar es Salaam,408,11,0.19
2025-10-15,Kapiri Mposhi,339,9,0.75
2025-10-15,Serenje,1458,41,0.36
2025-10-15,Mpika,988,27,0.54
2025-10-15,Nakonde,1486,41,0.27
2025-10-15,Tunduma,790,22,0.38
2025-10-15,Mbeya,313,8,0.44
2025-10-15,Makambako,479,13,0.69
2025-10-15,Morogoro,1429,40,0.53
2025-10-15,Dar es Salaam,1212,34,0.26
2025-10-16,Kapiri Mposhi,1049,29,0.13
2025-10-16,Serenje,1045,29,0.77
2025-10-16,Mpika,512,14,0.79
2025-10-16,Nakonde,547,15,0.69
2025-10-16,Tunduma,660,18,0.86
2025-10-16,Mbeya,949,26,0.66
2025-10-16,Makambako,1512,42,0.52
2025-10-16,Morogoro,600,16,0.14
2025-10-16,Dar es Salaam,662,18,0.18
2025-10-17,Kapiri Mposhi,898,25,0.34
2025-10-17,Serenje,841,23,0.49
2025-10-17,Mpika,832,23,0.58
2025-10-17,Nakonde,1224,34,0.67
2025-10-17,Tunduma,1002,28,0.59
2025-10-17,Mbeya,226,6,0.84
2025-10-17,Makambako,999,28,0.68
2025-10-17,Morogoro,763,21,0.25
2025-10-17,Dar es Salaam,942,26,0.52
2025-10-18,Kapiri Mposhi,1407,39,0.21
2025-10-18,Serenje,740,20,0.26
2025-10-18,Mpika,1023,28,0.25
2025-10-18,Nakonde,836,23,0.45
2025-10-18,Tunduma,1318,36,0.78
2025-10-18,Mbeya,1481,41,0.32
2025-10-18,Makambako,1161,32,0.16
2025-10-18,Morogoro,309,8,0.33
2025-10-18,Dar es Salaam,505,14,0.69
2025-10-19,Kapiri Mposhi,1121,31,0.79
2025-10-19,Serenje,275,7,0.37
2025-10-19,Mpika,1264,35,0.11
2025-10-19,Nakonde,1415,39,0.6
2025-10-19,Tunduma,871,24,0.36
2025-10-19,Mbeya,1122,31,0.24
2025-10-19,Makambako,1718,48,0.29
2025-10-19,Morogoro,1648,46,0.48
2025-10-19,Dar es Salaam,958,26,0.16
2025-10-20,Kapiri Mposhi,805,22,0.47
2025-10-20,Serenje,1643,45,0.29
2025-10-20,Mpika,1367,38,0.5
2025-10-20,Nakonde,1619,45,0.15
2025-10-20,Tunduma,232,6,0.2
2025-10-20,Mbeya,742,20,0.42
2025-10-20,Makambako,380,10,0.77
2025-10-20,Morogoro,555,15,0.68
2025-10-20,Dar es Salaam,540,15,0.45
2025-10-21,Kapiri Mposhi,1102,30,0.3
2025-10-21,Serenje,642,17,0.46
2025-10-21,Mpika,848,23,0.38
2025-10-21,Nakonde,503,14,0.37
2025-10-21,Tunduma,1748,48,0.59
2025-10-21,Mbeya,1339,37,0.39
2025-10-21,Makambako,460,12,0.71
2025-10-21,Morogoro,314,8,0.79
2025-10-21,Dar es Salaam,1065,29,0.58
2025-10-22,Kapiri Mposhi,1384,38,0.33
2025-10-22,Serenje,748,20,0.33
2025-10-22,Mpika,901,25,0.71
2025-10-22,Nakonde,1470,40,0.35
2025-10-22,Tunduma,785,21,0.44
2025-10-22,Mbeya,947,26,0.49
2025-10-22,Makambako,256,7,0.54
2025-10-22,Morogoro,1250,34,0.15
2025-10-22,Dar es Salaam,1196,33,0.37
2025-10-23,Kapiri Mposhi,1758,48,0.51
2025-10-23,Serenje,1135,31,0.7
2025-10-23,Mpika,1032,28,0.87
2025-10-23,Nakonde,1141,31,0.11
2025-10-23,Tunduma,1606,44,0.85
2025-10-23,Mbeya,1102,30,0.2
2025-10-23,Makambako,891,24,0.7
2025-10-23,Morogoro,453,12,0.43
2025-10-23,Dar es Salaam,1241,34,0.62
2025-10-24,Kapiri Mposhi,1079,29,0.21
2025-10-24,Serenje,1086,30,0.78
2025-10-24,Mpika,766,21,0.83
2025-10-24,Nakonde,986,27,0.42
2025-10-24,Tunduma,400,11,0.6
2025-10-24,Mbeya,1574,43,0.4
2025-10-24,Makambako,867,23,0.28
2025-10-24,Morogoro,235,6,0.86
2025-10-24,Dar es Salaam,1117,30,0.46
2025-10-25,Kapiri Mposhi,1132,31,0.22
2025-10-25,Serenje,375,10,0.78
2025-10-25,Mpika,698,19,0.86
2025-10-25,Nakonde,935,25,0.72
2025-10-25,Tunduma,266,7,0.77
2025-10-25,Mbeya,851,23,0.13
2025-10-25,Makambako,1397,38,0.75
2025-10-25,Morogoro,948,26,0.13
2025-10-25,Dar es Salaam,423,11,0.76
2025-10-26,Kapiri Mposhi,361,9,0.88
2025-10-26,Serenje,1578,43,0.46
2025-10-26,Mpika,1228,33,0.64
2025-10-26,Nakonde,993,27,0.44
2025-10-26,Tunduma,1094,30,0.37
2025-10-26,Mbeya,1108,30,0.84
2025-10-26,Makambako,1460,40,0.74
2025-10-26,Morogoro,1525,41,0.42
2025-10-26,Dar es Salaam,350,9,0.33
2025-10-27,Kapiri Mposhi,1255,34,0.86
2025-10-27,Serenje,837,22,0.67
2025-10-27,Mpika,375,10,0.4
2025-10-27,Nakonde,1272,34,0.6
2025-10-27,Tunduma,636,17,0.78
2025-10-27,Mbeya,1338,36,0.28
2025-10-27,Makambako,383,10,0.7
2025-10-27,Morogoro,781,21,0.49
2025-10-27,Dar es Salaam,531,14,0.29
2025-10-28,Kapiri Mposhi,853,23,0.48
2025-10-28,Serenje,402,11,0.15
2025-10-28,Mpika,1093,29,0.64
2025-10-28,Nakonde,629,17,0.37
2025-10-28,Tunduma,892,24,0.44
2025-10-28,Mbeya,536,14,0.33
2025-10-28,Makambako,831,22,0.5
2025-10-28,Morogoro,876,23,0.85
2025-10-28,Dar es Salaam,399,10,0.74
2025-10-29,Kapiri Mposhi,900,24,0.7
2025-10-29,Serenje,1009,27,0.51
2025-10-29,Mpika,725,19,0.67
2025-10-29,Nakonde,1310,35,0.79
2025-10-29,Tunduma,925,25,0.34
2025-10-29,Mbeya,739,20,0.66
2025-10-29,Makambako,1055,28,0.79
2025-10-29,Morogoro,1439,39,0.16
2025-10-29,Dar es Salaam,1200,32,0.12
2025-10-30,Kapiri Mposhi,373,10,0.76
2025-10-30,Serenje,342,9,0.42
2025-10-30,Mpika,1757,47,0.79
2025-10-30,Nakonde,525,14,0.59
2025-10-30,Tunduma,266,7,0.51
2025-10-30,Mbeya,1320,35,0.72
2025-10-30,Makambako,489,13,0.26
2025-10-30,Morogoro,1061,28,0.37
2025-10-30,Dar es Salaam,622,16,0.76
2025-10-31,Kapiri Mposhi,261,7,0.89
2025-10-31,Serenje,252,6,0.36
2025-10-31,Mpika,392,10,0.81
2025-10-31,Nakonde,1364,36,0.67
2025-10-31,Tunduma,1307,35,0.66
2025-10-31,Mbeya,1121,30,0.68
2025-10-31,Makambako,284,7,0.71
2025-10-31,Morogoro,257,6,0.12
2025-10-31,Dar es Salaam,272,7,0.12
2025-11-01,Kapiri Mposhi,1485,40,0.47
2025-11-01,Serenje,1851,49,0.73
2025-11-01,Mpika,1610,43,0.59
2025-11-01,Nakonde,553,14,0.45
2025-11-01,Tunduma,1262,34,0.3
2025-11-01,Mbeya,1812,48,0.81
2025-11-01,Makambako,887,23,0.73
2025-11-01,Morogoro,1377,37,0.86
2025-11-01,Dar es Salaam,281,7,0.87
2025-11-02,Kapiri Mposhi,955,25,0.14
2025-11-02,Serenje,739,19,0.81
2025-11-02,Mpika,1573,42,0.56
2025-11-02,Nakonde,1514,40,0.86
2025-11-02,Tunduma,236,6,0.42
2025-11-02,Mbeya,1129,30,0.57
2025-11-02,Makambako,429,11,0.41
2025-11-02,Morogoro,634,17,0.22
2025-11-02,Dar es Salaam,698,18,0.39
2025-11-03,Kapiri Mposhi,1796,48,0.16
2025-11-03,Serenje,1836,49,0.8
2025-11-03,Mpika,1126,30,0.87
2025-11-03,Nakonde,1724,46,0.41
2025-11-03,Tunduma,502,13,0.56
2025-11-03,Mbeya,858,22,0.6
2025-11-03,Makambako,600,16,0.17
2025-11-03,Morogoro,749,20,0.59
2025-11-03,Dar es Salaam,459,12,0.53
2025-11-04,Kapiri Mposhi,1005,26,0.12
2025-11-04,Serenje,418,11,0.46
2025-11-04,Mpika,1007,26,0.69
2025-11-04,Nakonde,541,14,0.79
2025-11-04,Tunduma,793,21,0.53
2025-11-04,Mbeya,1053,28,0.81
2025-11-04,Makambako,546,14,0.14
2025-11-04,Morogoro,377,10,0.78
2025-11-04,Dar es Salaam,1720,45,0.32
2025-11-05,Kapiri Mposhi,1497,39,0.66
2025-11-05,Serenje,1703,45,0.89
2025-11-05,Mpika,813,21,0.21
2025-11-05,Nakonde,826,21,0.72
2025-11-05,Tunduma,1207,32,0.41
2025-11-05,Mbeya,1213,32,0.45
2025-11-05,Makambako,1693,44,0.49
2025-11-05,Morogoro,1766,46,0.51
2025-11-05,Dar es Salaam,1272,33,0.75
2025-11-06,Kapiri Mposhi,1858,49,0.5
2025-11-06,Serenje,1036,27,0.21
2025-11-06,Mpika,1073,28,0.62
2025-11-06,Nakonde,1111,29,0.78
2025-11-06,Tunduma,1554,41,0.79
2025-11-06,Mbeya,739,19,0.8
2025-11-06,Makambako,1062,28,0.79
2025-11-06,Morogoro,1363,36,0.67
2025-11-06,Dar es Salaam,931,24,0.17
2025-11-07,Kapiri Mposhi,1033,27,0.31
2025-11-07,Serenje,1778,46,0.67
2025-11-07,Mpika,1198,31,0.58
2025-11-07,Nakonde,678,17,0.3
2025-11-07,Tunduma,1007,26,0.77
2025-11-07,Mbeya,956,25,0.45
2025-11-07,Makambako,1118,29,0.31
2025-11-07,Morogoro,846,22,0.69
2025-11-07,Dar es Salaam,278,7,0.76
2025-11-08,Kapiri Mposhi,1790,46,0.7
2025-11-08,Serenje,1276,33,0.49
2025-11-08,Mpika,1891,49,0.67
2025-11-08,Nakonde,1282,33,0.71
2025-11-08,Tunduma,675,17,0.52
2025-11-08,Mbeya,1091,28,0.89
2025-11-08,Makambako,1158,30,0.42
2025-11-08,Morogoro,1374,36,0.78
2025-11-08,Dar es Salaam,1786,46,0.17
2025-11-09,Kapiri Mposhi,320,8,0.11
2025-11-09,Serenje,263,6,0.69
2025-11-09,Mpika,549,14,0.77
2025-11-09,Nakonde,1073,28,0.75
2025-11-09,Tunduma,1331,34,0.27
2025-11-09,Mbeya,285,7,0.2
2025-11-09,Makambako,618,16,0.26
2025-11-09,Morogoro,755,19,0.28
2025-11-09,Dar es Salaam,1219,31,0.54
2025-11-10,Kapiri Mposhi,1424,37,0.32
2025-11-10,Serenje,479,12,0.68
2025-11-10,Mpika,781,20,0.39
2025-11-10,Nakonde,346,9,0.86
2025-11-10,Tunduma,429,11,0.46
2025-11-10,Mbeya,898,23,0.15
2025-11-10,Makambako,468,12,0.39
2025-11-10,Morogoro,593,15,0.72
2025-11-10,Dar es Salaam,856,22,0.78
2025-11-11,Kapiri Mposhi,746,19,0.62
2025-11-11,Serenje,1346,34,0.35
2025-11-11,Mpika,505,13,0.61
2025-11-11,Nakonde,370,9,0.28
2025-11-11,Tunduma,1290,33,0.65
2025-11-11,Mbeya,1305,33,0.21
2025-11-11,Makambako,876,22,0.34
2025-11-11,Morogoro,572,14,0.89
2025-11-11,Dar es Salaam,1470,38,0.65
2025-11-12,Kapiri Mposhi,1036,26,0.28
2025-11-12,Serenje,614,15,0.59
2025-11-12,Mpika,1119,28,0.47
2025-11-12,Nakonde,1852,47,0.44
2025-11-12,Tunduma,728,18,0.32
2025-11-12,Mbeya,432,11,0.31
2025-11-12,Makambako,637,16,0.68
2025-11-12,Morogoro,1911,49,0.56
2025-11-12,Dar es Salaam,1116,28,0.51
2025-11-13,Kapiri Mposhi,886,22,0.34
2025-11-13,Serenje,1085,27,0.25
2025-11-13,Mpika,1768,45,0.46
2025-11-13,Nakonde,1460,37,0.84
2025-11-13,Tunduma,1102,28,0.6
2025-11-13,Mbeya,1160,29,0.75
2025-11-13,Makambako,1695,43,0.19
2025-11-13,Morogoro,1626,41,0.13
2025-11-13,Dar es Salaam,1486,38,0.56
2025-11-14,Kapiri Mposhi,1076,27,0.31
2025-11-14,Serenje,1525,38,0.52
2025-11-14,Mpika,1165,29,0.17
2025-11-14,Nakonde,1666,42,0.45
2025-11-14,Tunduma,609,15,0.34
2025-11-14,Mbeya,1498,38,0.21
2025-11-14,Makambako,1270,32,0.74
2025-11-14,Morogoro,1850,47,0.18
2025-11-14,Dar es Salaam,361,9,0.49
2025-11-15,Kapiri Mposhi,1755,44,0.47
2025-11-15,Serenje,1690,43,0.83
2025-11-15,Mpika,1112,28,0.79
2025-11-15,Nakonde,1716,43,0.35
2025-11-15,Tunduma,961,24,0.28
2025-11-15,Mbeya,1375,34,0.82
2025-11-15,Makambako,605,15,0.76
2025-11-15,Morogoro,1757,44,0.46
2025-11-15,Dar es Salaam,511,13,0.56
2025-11-16,Kapiri Mposhi,512,12,0.79
2025-11-16,Serenje,1040,26,0.37
2025-11-16,Mpika,846,21,0.47
2025-11-16,Nakonde,1039,26,0.32
2025-11-16,Tunduma,1931,48,0.9
2025-11-16,Mbeya,1205,30,0.68
2025-11-16,Makambako,1871,47,0.43
2025-11-16,Morogoro,1125,28,0.88
2025-11-16,Dar es Salaam,1133,28,0.62
2025-11-17,Kapiri Mposhi,1609,40,0.51
2025-11-17,Serenje,460,11,0.7
2025-11-17,Mpika,710,17,0.13
2025-11-17,Nakonde,1090,27,0.18
2025-11-17,Tunduma,337,8,0.66
2025-11-17,Mbeya,1007,25,0.14
2025-11-17,Makambako,1199,30,0.73
2025-11-17,Morogoro,1871,47,0.32
2025-11-17,Dar es Salaam,635,16,0.85
2025-11-18,Kapiri Mposhi,788,19,0.88
2025-11-18,Serenje,1040,26,0.75
2025-11-18,Mpika,1837,46,0.63
2025-11-18,Nakonde,1521,38,0.37
2025-11-18,Tunduma,454,11,0.62
2025-11-18,Mbeya,1260,31,0.11
2025-11-18,Makambako,445,11,0.8
2025-11-18,Morogoro,926,23,0.88
2025-11-18,Dar es Salaam,404,10,0.47
2025-11-19,Kapiri Mposhi,359,8,0.8
2025-11-19,Serenje,1619,40,0.56
2025-11-19,Mpika,526,13,0.77
2025-11-19,Nakonde,1787,44,0.38
2025-11-19,Tunduma,1548,38,0.54
2025-11-19,Mbeya,629,15,0.18
2025-11-19,Makambako,537,13,0.6
2025-11-19,Morogoro,1419,35,0.68
2025-11-19,Dar es Salaam,1905,47,0.61
2025-11-20,Kapiri Mposhi,728,18,0.54
2025-11-20,Serenje,1601,39,0.7
2025-11-20,Mpika,645,16,0.25
2025-11-20,Nakonde,682,16,0.15
2025-11-20,Tunduma,1393,34,0.42
2025-11-20,Mbeya,923,22,0.52
2025-11-20,Makambako,786,19,0.26
2025-11-20,Morogoro,541,13,0.36
2025-11-20,Dar es Salaam,1124,27,0.33
2025-11-21,Kapiri Mposhi,730,18,0.32
2025-11-21,Serenje,1508,37,0.69
2025-11-21,Mpika,1830,45,0.77
2025-11-21,Nakonde,830,20,0.65
2025-11-21,Tunduma,1104,27,0.38
2025-11-21,Mbeya,471,11,0.66
2025-11-21,Makambako,1787,44,0.6
2025-11-21,Morogoro,1009,24,0.37
2025-11-21,Dar es Salaam,1171,28,0.75
2025-11-22,Kapiri Mposhi,761,18,0.36
2025-11-22,Serenje,702,17,0.73
2025-11-22,Mpika,1142,28,0.77
2025-11-22,Nakonde,781,19,0.7
2025-11-22,Tunduma,679,16,0.33
2025-11-22,Mbeya,1805,44,0.13
2025-11-22,Makambako,852,20,0.56
2025-11-22,Morogoro,280,6,0.72
2025-11-22,Dar es Salaam,1251,30,0.29
2025-11-23,Kapiri Mposhi,1483,36,0.14
2025-11-23,Serenje,1455,35,0.71
2025-11-23,Mpika,1477,36,0.83
2025-11-23,Nakonde,1931,47,0.7
2025-11-23,Tunduma,1858,45,0.82
2025-11-23,Mbeya,1303,31,0.65
2025-11-23,Makambako,1718,42,0.77
2025-11-23,Morogoro,1678,41,0.35
2025-11-23,Dar es Salaam,1325,32,0.84
2025-11-24,Kapiri Mposhi,1148,27,0.33
2025-11-24,Serenje,1171,28,0.82
2025-11-24,Mpika,1118,27,0.83
2025-11-24,Nakonde,1934,47,0.8
2025-11-24,Tunduma,1800,43,0.86
2025-11-24,Mbeya,1068,26,0.59
2025-11-24,Makambako,1616,39,0.54
2025-11-24,Morogoro,801,19,0.25
2025-11-24,Dar es Salaam,1360,33,0.34
2025-11-25,Kapiri Mposhi,1984,48,0.16
2025-11-25,Serenje,1967,47,0.22
2025-11-25,Mpika,1694,41,0.51
2025-11-25,Nakonde,1568,38,0.19
2025-11-25,Tunduma,500,12,0.2
2025-11-25,Mbeya,758,18,0.69
2025-11-25,Makambako,1386,33,0.23
2025-11-25,Morogoro,396,9,0.23
2025-11-25,Dar es Salaam,1475,35,0.62
2025-11-26,Kapiri Mposhi,1541,37,0.28
2025-11-26,Serenje,1606,38,0.65
2025-11-26,Mpika,1608,38,0.11
2025-11-26,Nakonde,1334,32,0.13
2025-11-26,Tunduma,1593,38,0.44
2025-11-26,Mbeya,1254,30,0.56
2025-11-26,Makambako,1158,27,0.44
2025-11-26,Morogoro,331,8,0.25
2025-11-26,Dar es Salaam,394,9,0.64
2025-11-27,Kapiri Mposhi,1186,28,0.28
2025-11-27,Serenje,1899,45,0.29
2025-11-27,Mpika,1921,46,0.32
2025-11-27,Nakonde,1206,28,0.83
2025-11-27,Tunduma,1427,34,0.6
2025-11-27,Mbeya,1429,34,0.27
2025-11-27,Makambako,1113,26,0.35
2025-11-27,Morogoro,671,16,0.85
2025-11-27,Dar es Salaam,1812,43,0.86
2025-11-28,Kapiri Mposhi,554,13,0.69
2025-11-28,Serenje,1029,24,0.48
2025-11-28,Mpika,1661,39,0.31
2025-11-28,Nakonde,1133,27,0.61
2025-11-28,Tunduma,1023,24,0.31
2025-11-28,Mbeya,780,18,0.73
2025-11-28,Makambako,2036,48,0.47
2025-11-28,Morogoro,854,20,0.85
2025-11-28,Dar es Salaam,1863,44,0.42
2025-11-29,Kapiri Mposhi,304,7,0.24
2025-11-29,Serenje,2064,48,0.11
2025-11-29,Mpika,1723,40,0.83
2025-11-29,Nakonde,1563,37,0.76
2025-11-29,Tunduma,640,15,0.31
2025-11-29,Mbeya,1192,28,0.29
2025-11-29,Makambako,690,16,0.5
2025-11-29,Morogoro,1874,44,0.21
2025-11-29,Dar es Salaam,1033,24,0.38
2025-11-30,Kapiri Mposhi,1148,27,0.69
2025-11-30,Serenje,744,17,0.18
2025-11-30,Mpika,1145,27,0.75
2025-11-30,Nakonde,1020,24,0.37
2025-11-30,Tunduma,305,7,0.44
2025-11-30,Mbeya,744,17,0.43
2025-11-30,Makambako,1240,29,0.82
2025-11-30,Morogoro,652,15,0.33
2025-11-30,Dar es Salaam,1498,35,0.21
2025-12-01,Kapiri Mposhi,401,9,0.2
2025-12-01,Serenje,294,6,0.84
2025-12-01,Mpika,1087,25,0.34
2025-12-01,Nakonde,1621,38,0.46
2025-12-01,Tunduma,1408,33,0.69
2025-12-01,Mbeya,836,19,0.39
2025-12-01,Makambako,1780,41,0.39
2025-12-01,Morogoro,592,13,0.13
2025-12-01,Dar es Salaam,521,12,0.75
2025-12-02,Kapiri Mposhi,1616,37,0.38
2025-12-02,Serenje,1997,46,0.67
2025-12-02,Mpika,1878,43,0.83
2025-12-02,Nakonde,767,17,0.6
2025-12-02,Tunduma,1067,24,0.11
2025-12-02,Mbeya,494,11,0.32
2025-12-02,Makambako,1980,46,0.27
2025-12-02,Morogoro,474,11,0.24
2025-12-02,Dar es Salaam,720,16,0.5
2025-12-03,Kapiri Mposhi,967,22,0.87
2025-12-03,Serenje,499,11,0.63
2025-12-03,Mpika,539,12,0.65
2025-12-03,Nakonde,1052,24,0.12
2025-12-03,Tunduma,2042,47,0.45
2025-12-03,Mbeya,1910,44,0.26
2025-12-03,Makambako,401,9,0.7
2025-12-03,Morogoro,454,10,0.69
2025-12-03,Dar es Salaam,573,13,0.89
2025-12-04,Kapiri Mposhi,712,16,0.38
2025-12-04,Serenje,2123,49,0.6
2025-12-04,Mpika,1389,32,0.58
2025-12-04,Nakonde,1680,38,0.46
2025-12-04,Tunduma,1791,41,0.66
2025-12-04,Mbeya,360,8,0.6
2025-12-04,Makambako,1740,40,0.49
2025-12-04,Morogoro,1464,33,0.8
2025-12-04,Dar es Salaam,2074,47,0.46
2025-12-05,Kapiri Mposhi,832,19,0.57
2025-12-05,Serenje,1213,27,0.59
2025-12-05,Mpika,1834,42,0.47
2025-12-05,Nakonde,1956,44,0.3
2025-12-05,Tunduma,1998,45,0.37
2025-12-05,Mbeya,933,21,0.49
2025-12-05,Makambako,1718,39,0.61
2025-12-05,Morogoro,1393,32,0.82
2025-12-05,Dar es Salaam,1081,24,0.4
2025-12-06,Kapiri Mposhi,1089,24,0.84
2025-12-06,Serenje,895,20,0.46
2025-12-06,Mpika,1595,36,0.34
2025-12-06,Nakonde,1613,36,0.23
2025-12-06,Tunduma,1047,23,0.78
2025-12-06,Mbeya,459,10,0.67
2025-12-06,Makambako,1187,27,0.2
2025-12-06,Morogoro,2167,49,0.17
2025-12-06,Dar es Salaam,877,20,0.57
2025-12-07,Kapiri Mposhi,803,18,0.35
2025-12-07,Serenje,1568,35,0.62
2025-12-07,Mpika,369,8,0.67
2025-12-07,Nakonde,1111,25,0.88
2025-12-07,Tunduma,1669,37,0.43
2025-12-07,Mbeya,1624,36,0.16
2025-12-07,Makambako,1277,29,0.12
2025-12-07,Morogoro,1520,34,0.69
2025-12-07,Dar es Salaam,1606,36,0.74
2025-12-08,Kapiri Mposhi,290,6,0.29
2025-12-08,Serenje,1161,26,0.13
2025-12-08,Mpika,574,13,0.29
2025-12-08,Nakonde,528,11,0.39
2025-12-08,Tunduma,1339,30,0.66
2025-12-08,Mbeya,932,21,0.37
2025-12-08,Makambako,1360,30,0.9
2025-12-08,Morogoro,1950,44,0.43
2025-12-08,Dar es Salaam,1648,37,0.23
2025-12-09,Kapiri Mposhi,1473,33,0.69
2025-12-09,Serenje,1564,35,0.6
2025-12-09,Mpika,1525,34,0.6
2025-12-09,Nakonde,1308,29,0.75
2025-12-09,Tunduma,1536,34,0.78
2025-12-09,Mbeya,602,13,0.43
2025-12-09,Makambako,760,17,0.49
2025-12-09,Morogoro,1191,26,0.83
2025-12-09,Dar es Salaam,870,19,0.37
2025-12-10,Kapiri Mposhi,1070,23,0.76
2025-12-10,Serenje,1822,40,0.27
2025-12-10,Mpika,2159,48,0.33
2025-12-10,Nakonde,505,11,0.25
2025-12-10,Tunduma,1492,33,0.22
2025-12-10,Mbeya,868,19,0.32
2025-12-10,Makambako,1787,40,0.89
2025-12-10,Morogoro,294,6,0.5
2025-12-10,Dar es Salaam,1519,34,0.11
2025-12-11,Kapiri Mposhi,823,18,0.11
2025-12-11,Serenje,1051,23,0.58
2025-12-11,Mpika,1538,34,0.86
2025-12-11,Nakonde,575,12,0.47
2025-12-11,Tunduma,302,6,0.63
2025-12-11,Mbeya,1671,37,0.5
2025-12-11,Makambako,1212,26,0.49
2025-12-11,Morogoro,1479,32,0.62
2025-12-11,Dar es Salaam,1004,22,0.79
2025-12-12,Kapiri Mposhi,1102,24,0.17
2025-12-12,Serenje,1458,32,0.51
2025-12-12,Mpika,2093,46,0.6
2025-12-12,Nakonde,1380,30,0.13
2025-12-12,Tunduma,1128,24,0.75
2025-12-12,Mbeya,1570,34,0.27
2025-12-12,Makambako,1880,41,0.79
2025-12-12,Morogoro,2050,45,0.64
2025-12-12,Dar es Salaam,2135,47,0.17
2025-12-13,Kapiri Mposhi,573,12,0.34
2025-12-13,Serenje,772,17,0.87
2025-12-13,Mpika,933,20,0.16
2025-12-13,Nakonde,861,18,0.18
2025-12-13,Tunduma,1737,38,0.87
2025-12-13,Mbeya,1189,26,0.66
2025-12-13,Makambako,466,10,0.36
2025-12-13,Morogoro,1160,25,0.2
2025-12-13,Dar es Salaam,1906,41,0.43
2025-12-14,Kapiri Mposhi,686,15,0.2
2025-12-14,Serenje,755,16,0.46
2025-12-14,Mpika,1702,37,0.71
2025-12-14,Nakonde,1280,28,0.5
2025-12-14,Tunduma,1348,29,0.25
2025-12-14,Mbeya,2195,48,0.39
2025-12-14,Makambako,825,18,0.42
2025-12-14,Morogoro,1927,42,0.74
2025-12-14,Dar es Salaam,1610,35,0.48
2025-12-15,Kapiri Mposhi,1903,41,0.14
2025-12-15,Serenje,1701,37,0.57
2025-12-15,Mpika,2067,45,0.49
2025-12-15,Nakonde,2171,47,0.83
2025-12-15,Tunduma,574,12,0.74
2025-12-15,Mbeya,837,18,0.52
2025-12-15,Makambako,1120,24,0.19
2025-12-15,Morogoro,1400,30,0.72
2025-12-15,Dar es Salaam,1063,23,0.72
